"seed","res.util","block.prob","max.tunnels","max.instances","startstop.duration"
"406",1687847778,3833.30448439,0,11800,1,20
"407",2000377588,3827.29599449,0,11800,1,20
"408",769458329,3779.90462449,0,11800,1,20
"409",2029806316,3843.74254804,0,11800,1,20
"410",1110609850,3818.36735747,0,11800,1,20
"411",1192722770,3090.23403931,0,11900,1,20
"412",461027504,3012.02136481,0,11900,1,20
"413",1020231754,3008.8313839,0,11900,1,20
"414",1543757328,3030.05444548,0,11900,1,20
"415",1392765670,3036.23438898,0,11900,1,20
"416",1687847778,3034.77624592,0,11900,1,20
"417",2000377588,3010.21631129,0,11900,1,20
"418",769458329,3035.5230669,0,11900,1,20
"419",2029806316,3074.88898893,0,11900,1,20
"420",1110609850,3008.71527032,0,11900,1,20
"421",1192722770,3855.55500089,0,11900,1,20
"422",461027504,3802.32417611,0,11900,1,20
"423",1020231754,3831.7162197,0,11900,1,20
"424",1543757328,3826.55006503,0,11900,1,20
"425",1392765670,3817.01537327,0,11900,1,20
"426",1687847778,3833.30448439,0,11900,1,20
"427",2000377588,3827.29599449,0,11900,1,20
"428",769458329,3779.90462449,0,11900,1,20
"429",2029806316,3843.74254804,0,11900,1,20
"430",1110609850,3818.36735747,0,11900,1,20
"431",1192722770,3090.23403931,0,12000,1,20
"432",461027504,3012.02136481,0,12000,1,20
"433",1020231754,3008.8313839,0,12000,1,20
"434",1543757328,3030.05444548,0,12000,1,20
"435",1392765670,3036.23438898,0,12000,1,20
"436",1687847778,3034.77624592,0,12000,1,20
"437",2000377588,3010.21631129,0,12000,1,20
"438",769458329,3035.5230669,0,12000,1,20
"439",2029806316,3074.88898893,0,12000,1,20
"440",1110609850,3008.71527032,0,12000,1,20
"441",1192722770,3855.55500089,0,12000,1,20
"442",461027504,3802.32417611,0,12000,1,20
"443",1020231754,3831.7162197,0,12000,1,20
"444",1543757328,3826.55006503,0,12000,1,20
"445",1392765670,3817.01537327,0,12000,1,20
"446",1687847778,3833.30448439,0,12000,1,20
"447",2000377588,3827.29599449,0,12000,1,20
"448",769458329,3779.90462449,0,12000,1,20
"449",2029806316,3843.74254804,0,12000,1,20
"450",1110609850,3818.36735747,0,12000,1,20
"451",1192722770,1186.76383433,0.715096296823941,1200,1,20
"452",461027504,1187.25952623,0.706532459696721,1200,1,20
"453",1020231754,1186.99898581,0.70544255502497,1200,1,20
"454",1543757328,1186.84978509,0.708570373764017,1200,1,20
"455",1392765670,1186.14321012,0.708606767067826,1200,1,20
"456",1687847778,1187.03106943,0.712059073924651,1200,1,20
"457",2000377588,1185.32043337,0.709793405378415,1200,1,20
"458",769458329,1185.20615232,0.705158485467064,1200,1,20
"459",2029806316,1186.71999801,0.711262019980572,1200,1,20
"460",1110609850,1187.29260122,0.712151754217749,1200,1,20
"461",1192722770,3090.23403931,0,12100,1,20
"462",461027504,3012.02136481,0,12100,1,20
"463",1020231754,3008.8313839,0,12100,1,20
"464",1543757328,3030.05444548,0,12100,1,20
"465",1392765670,3036.23438898,0,12100,1,20
"466",1687847778,3034.77624592,0,12100,1,20
"467",2000377588,3010.21631129,0,12100,1,20
"468",769458329,3035.5230669,0,12100,1,20
"469",2029806316,3074.88898893,0,12100,1,20
"470",1110609850,3008.71527032,0,12100,1,20
"471",1192722770,3855.55500089,0,12100,1,20
"472",461027504,3802.32417611,0,12100,1,20
"473",1020231754,3831.7162197,0,12100,1,20
"474",1543757328,3826.55006503,0,12100,1,20
"475",1392765670,3817.01537327,0,12100,1,20
"476",1687847778,3833.30448439,0,12100,1,20
"477",2000377588,3827.29599449,0,12100,1,20
"478",769458329,3779.90462449,0,12100,1,20
"479",2029806316,3843.74254804,0,12100,1,20
"480",1110609850,3818.36735747,0,12100,1,20
"481",1192722770,3090.23403931,0,12200,1,20
"482",461027504,3012.02136481,0,12200,1,20
"483",1020231754,3008.8313839,0,12200,1,20
"484",1543757328,3030.05444548,0,12200,1,20
"485",1392765670,3036.23438898,0,12200,1,20
"486",1687847778,3034.77624592,0,12200,1,20
"487",2000377588,3010.21631129,0,12200,1,20
"488",769458329,3035.5230669,0,12200,1,20
"489",2029806316,3074.88898893,0,12200,1,20
"490",1110609850,3008.71527032,0,12200,1,20
"491",1192722770,3855.55500089,0,12200,1,20
"492",461027504,3802.32417611,0,12200,1,20
"493",1020231754,3831.7162197,0,12200,1,20
"494",1543757328,3826.55006503,0,12200,1,20
"495",1392765670,3817.01537327,0,12200,1,20
"496",1687847778,3833.30448439,0,12200,1,20
"497",2000377588,3827.29599449,0,12200,1,20
"498",769458329,3779.90462449,0,12200,1,20
"499",2029806316,3843.74254804,0,12200,1,20
"500",1110609850,3818.36735747,0,12200,1,20
"501",1192722770,3090.23403931,0,12300,1,20
"502",461027504,3012.02136481,0,12300,1,20
"503",1020231754,3008.8313839,0,12300,1,20
"504",1543757328,3030.05444548,0,12300,1,20
"505",1392765670,3036.23438898,0,12300,1,20
"506",1687847778,3034.77624592,0,12300,1,20
"507",2000377588,3010.21631129,0,12300,1,20
"508",769458329,3035.5230669,0,12300,1,20
"509",2029806316,3074.88898893,0,12300,1,20
"510",1110609850,3008.71527032,0,12300,1,20
"511",1192722770,3855.55500089,0,12300,1,20
"512",461027504,3802.32417611,0,12300,1,20
"513",1020231754,3831.7162197,0,12300,1,20
"514",1543757328,3826.55006503,0,12300,1,20
"515",1392765670,3817.01537327,0,12300,1,20
"516",1687847778,3833.30448439,0,12300,1,20
"517",2000377588,3827.29599449,0,12300,1,20
"518",769458329,3779.90462449,0,12300,1,20
"519",2029806316,3843.74254804,0,12300,1,20
"520",1110609850,3818.36735747,0,12300,1,20
"521",1192722770,3090.23403931,0,12400,1,20
"522",461027504,3012.02136481,0,12400,1,20
"523",1020231754,3008.8313839,0,12400,1,20
"524",1543757328,3030.05444548,0,12400,1,20
"525",1392765670,3036.23438898,0,12400,1,20
"526",1687847778,3034.77624592,0,12400,1,20
"527",2000377588,3010.21631129,0,12400,1,20
"528",769458329,3035.5230669,0,12400,1,20
"529",2029806316,3074.88898893,0,12400,1,20
"530",1110609850,3008.71527032,0,12400,1,20
"531",1192722770,3855.55500089,0,12400,1,20
"532",461027504,3802.32417611,0,12400,1,20
"533",1020231754,3831.7162197,0,12400,1,20
"534",1543757328,3826.55006503,0,12400,1,20
"535",1392765670,3817.01537327,0,12400,1,20
"536",1687847778,3833.30448439,0,12400,1,20
"537",2000377588,3827.29599449,0,12400,1,20
"538",769458329,3779.90462449,0,12400,1,20
"539",2029806316,3843.74254804,0,12400,1,20
"540",1110609850,3818.36735747,0,12400,1,20
"541",1192722770,3090.23403931,0,12500,1,20
"542",461027504,3012.02136481,0,12500,1,20
"543",1020231754,3008.8313839,0,12500,1,20
"544",1543757328,3030.05444548,0,12500,1,20
"545",1392765670,3036.23438898,0,12500,1,20
"546",1687847778,3034.77624592,0,12500,1,20
"547",2000377588,3010.21631129,0,12500,1,20
"548",769458329,3035.5230669,0,12500,1,20
"549",2029806316,3074.88898893,0,12500,1,20
"550",1110609850,3008.71527032,0,12500,1,20
"551",1192722770,3855.55500089,0,12500,1,20
"552",461027504,3802.32417611,0,12500,1,20
"553",1020231754,3831.7162197,0,12500,1,20
"554",1543757328,3826.55006503,0,12500,1,20
"555",1392765670,3817.01537327,0,12500,1,20
"556",1687847778,3833.30448439,0,12500,1,20
"557",2000377588,3827.29599449,0,12500,1,20
"558",769458329,3779.90462449,0,12500,1,20
"559",2029806316,3843.74254804,0,12500,1,20
"560",1110609850,3818.36735747,0,12500,1,20
"561",1192722770,3090.23403931,0,12600,1,20
"562",461027504,3012.02136481,0,12600,1,20
"563",1020231754,3008.8313839,0,12600,1,20
"564",1543757328,3030.05444548,0,12600,1,20
"565",1392765670,3036.23438898,0,12600,1,20
"566",1687847778,3034.77624592,0,12600,1,20
"567",2000377588,3010.21631129,0,12600,1,20
"568",769458329,3035.5230669,0,12600,1,20
"569",2029806316,3074.88898893,0,12600,1,20
"570",1110609850,3008.71527032,0,12600,1,20
"571",1192722770,3855.55500089,0,12600,1,20
"572",461027504,3802.32417611,0,12600,1,20
"573",1020231754,3831.7162197,0,12600,1,20
"574",1543757328,3826.55006503,0,12600,1,20
